t_s,umax
966.1012001,2.55
967.3527222,2.55
968.6055295,2.55
969.8597671,2.55
971.1157132,2.55
972.373646,2.55
973.6338057,2.55
974.8961976,2.55
976.1604599,2.55
977.4265651,2.55
978.6945823,2.55
979.9645996,2.55
981.2367005,2.55
982.5109566,2.55
983.787427,2.55
985.0661594,2.55
986.3471916,2.55
987.6305523,2.55
988.9160864,2.55
990.203626,2.55
991.4931358,2.55
992.7846218,2.55
994.0781008,2.55
995.3735905,2.55
996.6711072,2.55
997.9706641,2.55
999.2722722,2.55
1000.57594,2.55
1001.881674,2.55
1003.189478,2.55
1004.499356,2.55
1005.811309,2.55
1007.125336,2.55
1008.441439,2.55
1009.759614,2.55
1011.079859,2.55
1012.402171,2.55
1013.726546,2.55
1015.052981,2.55
1016.381469,2.55
1017.712007,2.55
1019.044589,2.55
1020.37921,2.55
1021.645946,2.55
1022.795267,2.55
1024.004657,2.55
1025.231715,2.55
1026.463847,2.55
1027.69783,2.55
1028.933133,2.55
1030.169893,2.55
1031.40835,2.55
1032.648706,2.55
1033.891107,2.55
1035.135654,2.55
1036.382415,2.55
1037.631432,2.55
1038.882735,2.55
1040.136339,2.55
1041.392253,2.55
1042.650479,2.55
1043.911015,2.55
1045.173857,2.55
1046.438998,2.55
1047.706431,2.55
1048.976145,2.55
1050.248132,2.55
1051.522381,2.55
1052.798881,2.55
1054.077623,2.55
1055.358595,2.55
1056.641788,2.55
1057.92719,2.55
1059.214792,2.55
1060.504584,2.55
1061.796556,2.55
1063.090699,2.55
1064.387003,2.55
1065.68546,2.55
1066.986062,2.55
1068.288799,2.55
1069.593665,2.55
1070.90065,2.55
1072.209749,2.55
1073.520953,2.55
1074.834256,2.55
1076.14965,2.55
1077.46713,2.55
1078.78669,2.55
1080.108323,2.55
1081.43972,2.55
1082.710177,2.55
1084.020021,2.55
1085.347033,2.55
1086.68215,2.55
1088.023093,2.55
1089.369593,2.55
1090.719967,2.55
1092.073831,2.55
1093.431294,2.55
1094.792554,2.55
1096.157788,2.55
1097.52645,2.55
1098.898089,2.55
1100.272647,2.55
1101.650172,2.55
1103.030728,2.55
1104.414374,2.55
1105.801149,2.55
1107.191082,2.55
1108.584164,2.55
1109.979929,2.55
1111.378247,2.55
1112.779095,2.55
1114.182481,2.55
1115.588419,2.55
1116.99692,2.55
1118.407994,2.55
1119.821644,2.55
1121.23787,2.55
1122.656671,2.55
1124.078041,2.55
1125.501973,2.55
1126.928457,2.55
1128.357484,2.55
1129.789041,2.55
1131.223115,2.55
1132.659641,2.55
1134.098465,2.55
1135.539538,2.55
1136.982842,2.55
1138.428368,2.55
1139.876112,2.55
1141.326068,2.55
1142.782369,2.55
1144.243719,2.55
1145.709174,2.55
1147.178154,2.55
1148.65029,2.55
1150.125323,2.55
1151.603049,2.55
1153.083294,2.55
1154.5659,2.55
1156.050726,2.55
1157.537643,2.55
1159.026537,2.55
1160.517305,2.55
1162.009847,2.55
1163.503875,2.55
1164.999264,2.55
1166.495953,2.55
1167.993909,2.55
1169.493109,2.55
1170.99354,2.55
1172.495197,2.55
1173.998077,2.55
1175.502179,2.55
1177.007509,2.55
1178.514073,2.55
1180.021876,2.55
1181.530928,2.55
1183.041238,2.55
1184.552817,2.55
1186.065674,2.55
1187.579821,2.55
1189.095269,2.55
1190.612027,2.55
1192.130108,2.55
1193.649522,2.55
1195.17028,2.55
1196.692393,2.55
1198.215869,2.55
1199.740721,2.55
1201.266956,2.55
1202.775547,2.55
1204.283974,2.55
1205.791877,2.55
1207.299908,2.55
1208.808201,2.55
1210.317136,2.55
1211.827132,2.55
1213.338582,2.55
1214.851836,2.55
1216.367193,2.55
1217.884603,2.55
1219.403909,2.55
1220.92517,2.55
1222.448501,2.55
1223.974027,2.55
1225.50186,2.55
1227.032099,2.55
1228.564828,2.55
1230.100117,2.55
1231.638026,2.55
1233.17856,2.55
1234.721458,2.55
1236.266668,2.55
1237.814198,2.55
1239.364075,2.55
1240.916329,2.55
1242.470988,2.55
1244.028074,2.55
1245.587609,2.55
1247.149609,2.55
1248.714087,2.55
1250.281056,2.55
1251.850523,2.55
1253.422495,2.55
1254.996977,2.55
1256.573972,2.55
1258.15348,2.55
1259.735503,2.55
1260.855188,2.55
1261.899809,2.55
1263.061183,2.55
1264.366598,2.55
1265.798215,2.55
1267.272959,2.55
1268.762415,2.55
1270.257688,2.55
1271.756242,2.55
1273.257494,2.55
1274.761412,2.55
1276.268085,2.55
1277.777606,2.55
1279.290043,2.55
1280.805442,2.55
1282.323827,2.55
1283.845212,2.55
1285.369597,2.55
1286.896979,2.55
1288.427348,2.55
1289.960692,2.55
1291.496995,2.55
1293.036241,2.55
1294.578414,2.55
1296.123495,2.55
1297.671467,2.55
1299.222312,2.55
1300.776013,2.55
1302.332552,2.55
1303.891913,2.55
1305.454079,2.55
1307.019034,2.55
1308.586762,2.55
1310.15725,2.55
1311.730482,2.55
1313.306444,2.55
1314.885124,2.55
1316.466507,2.55
1318.050582,2.55
1319.637337,2.55
1321.22676,2.55
1322.669346,2.55
1324.206539,2.55
1325.780732,2.55
1327.370971,2.55
1328.96943,2.55
1330.574231,2.55
1332.183409,2.55
1333.796302,2.55
1335.413014,2.55
1337.033805,2.55
1338.657643,2.55
1340.284372,2.55
1341.914092,2.55
1343.54695,2.55
1345.183079,2.55
1346.822158,2.55
1348.463847,2.55
1350.108106,2.55
1351.754983,2.55
1353.404542,2.55
1355.056845,2.55
1356.71194,2.55
1358.369869,2.55
1360.030607,2.55
1361.693822,2.55
1363.359431,2.55
1365.027431,2.55
1366.697842,2.55
1368.370686,2.55
1370.045984,2.55
1371.723756,2.55
1373.404014,2.55
1375.086771,2.55
1376.772035,2.55
1378.459812,2.55
1380.150105,2.55
1381.842689,2.55
1383.536305,2.55
1385.231521,2.55
1386.928699,2.55
1388.627847,2.55
1390.329052,2.55
1392.032414,2.55
1393.738043,2.55
1395.446043,2.55
1397.156516,2.55
1398.869552,2.55
1400.585232,2.55
1402.303626,2.55
1404.024789,2.55
1405.748768,2.55
1407.475597,2.55
1409.205302,2.55
1410.937899,2.55
1412.673224,2.55
1414.411176,2.55
1416.151732,2.55
1417.894891,2.55
1419.640659,2.55
1421.389041,2.55
1423.140038,2.55
1424.893652,2.55
1426.64988,2.55
1428.408721,2.55
1430.170168,2.55
1431.934218,2.55
1433.700861,2.55
1435.470092,2.55
1437.241901,2.55
1439.016279,2.55
1440.793218,2.55
1442.394487,2.55
1444.091211,2.55
1445.830644,2.55
1447.583834,2.55
1449.341446,2.55
1451.100683,2.55
1452.860841,2.55
1454.621865,2.55
1456.383882,2.55
1458.147064,2.55
1459.911584,2.55
1461.677606,2.55
1463.445289,2.55
1465.214778,2.55
1466.986211,2.55
1468.759718,2.55
1470.53542,2.55
1472.313224,2.55
1474.093079,2.55
1475.875027,2.55
1477.659134,2.55
1479.445472,2.55
1481.234112,2.55
1483.025119,2.55
1484.818557,2.55
1486.614481,2.55
1488.412947,2.55
1490.214002,2.55
1492.01769,2.55
1493.824054,2.55
1495.63313,2.55
1497.444952,2.55
1499.259551,2.55
1500.472062,2.55
1501.678122,2.55
1502.952639,2.55
1504.384877,2.55
1505.99069,2.55
1507.766814,2.55
1509.599782,2.55
1511.450901,2.55
1513.308318,2.55
1515.168858,2.55
1517.031957,2.55
1518.897747,2.55
1520.766483,2.55
1522.638394,2.55
1524.513653,2.55
1526.392382,2.55
1528.274668,2.55
1530.160565,2.55
1532.050109,2.55
1533.943321,2.55
1535.840208,2.55
1537.740773,2.55
1539.645009,2.55
1541.552907,2.55
1543.464455,2.55
1545.379638,2.55
1547.298439,2.55
1549.22084,2.55
1551.146823,2.55
1553.07637,2.55
1555.009461,2.55
1556.946078,2.55
1558.886201,2.55
1560.447659,2.55
1562.060309,2.55
1563.586685,2.55
1565.237282,2.55
1567.054442,2.55
1568.930914,2.55
1570.827948,2.55
1572.731611,2.55
1574.638011,2.55
1576.545289,2.55
1578.453347,2.55
1580.362533,2.55
1582.272516,2.55
1584.183494,2.55
1586.095805,2.55
1588.0098,2.55
1589.925447,2.55
1591.842638,2.55
1593.761497,2.55
1595.682211,2.55
1597.604971,2.55
1599.529955,2.55
1601.457324,2.55
1603.386981,2.55
1605.318777,2.55
1607.252741,2.55
1609.188954,2.55
1611.127508,2.55
1613.068492,2.55
1615.011988,2.55
1616.95807,2.55
1618.906804,2.55
1620.656016,2.55
1622.408558,2.55
1624.246007,2.55
1626.18269,2.55
1628.159168,2.55
1630.153791,2.55
1632.158683,2.55
1634.170846,2.55
1636.189022,2.55
1638.21259,2.55
1640.241171,2.55
1642.274486,2.55
1644.312299,2.55
1646.354396,2.55
1648.400577,2.55
1650.450649,2.55
1652.50443,2.55
1654.561744,2.55
1656.622423,2.55
1658.686309,2.55
1660.753251,2.55
1662.82311,2.55
1664.895753,2.55
1666.971059,2.55
1669.048915,2.55
1671.129216,2.55
1673.211868,2.55
1675.296782,2.55
1677.38388,2.55
1679.472939,2.55
1681.295591,2.55
1682.98702,2.55
1684.81347,2.55
1686.684178,2.55
1688.570187,2.55
1690.462972,2.55
1692.360283,2.55
1694.261676,2.55
1696.16717,2.55
1698.076858,2.55
1699.990818,2.55
1701.909094,2.55
1703.831706,2.55
1705.758654,2.55
1707.689926,2.55
1709.625503,2.55
1711.565359,2.55
1713.509466,2.55
1715.457795,2.55
1717.410314,2.55
1719.366994,2.55
1721.327803,2.55
1723.292711,2.55
1725.26169,2.55
1727.234711,2.55
1729.211745,2.55
1731.192767,2.55
1733.17775,2.55
1735.166671,2.55
1737.159504,2.55
1739.156227,2.55
1740.910922,2.55
1742.528537,2.55
1744.39694,2.55
1746.365677,2.55
1748.375754,2.55
1750.403308,2.55
1752.441442,2.55
1754.486602,2.55
1756.537337,2.55
1758.593628,2.55
1760.654497,2.55
1762.719446,2.55
1764.788558,2.55
1766.86204,2.55
1768.939146,2.55
1771.019634,2.55
1773.103552,2.55
1775.191018,2.55
1777.282149,2.55
1779.376643,2.55
1781.474189,2.55
1783.574753,2.55
1785.67838,2.55
1787.785129,2.55
1789.895055,2.55
1792.008207,2.55
1794.12462,2.55
1796.244021,2.55
1798.366257,2.55
1800.491302,2.55
1802.621435,2.55
1804.759699,2.55
1806.904407,2.55
1809.054412,2.55
1811.209032,2.55
1813.367855,2.55
1815.530607,2.55
1817.697085,2.55
1819.867025,2.55
1822.040237,2.55
1824.216595,2.55
1826.396002,2.55
1828.578368,2.55
1830.763613,2.55
1832.951659,2.55
1835.142436,2.55
1837.335876,2.55
1839.531918,2.55
1841.730504,2.55
1843.931583,2.55
1846.135107,2.55
1848.341034,2.55
1850.549323,2.55
1852.75994,2.55
1854.972854,2.55
1857.188037,2.55
1859.405462,2.55
1860.42895,2.55
1861.438726,2.55
1862.527999,2.55
1863.748956,2.55
1865.104853,2.55
1866.587348,2.55
1868.186911,2.55
1869.894654,2.55
1871.703389,2.55
1873.607284,2.55
1875.601327,2.55
1877.676528,2.55
1879.779328,2.55
1881.891773,2.55
1884.008311,2.55
1886.126643,2.55
1888.246346,2.55
1890.367614,2.55
1892.49082,2.55
1894.616371,2.55
1896.744021,2.55
1898.87374,2.55
1901.005722,2.55
1903.140216,2.55
1905.277478,2.55
1907.417749,2.55
1909.561085,2.55
1911.707149,2.55
1913.855953,2.55
1916.007613,2.55
1918.162276,2.55
1920.320088,2.55
1922.158365,2.55
1923.840122,2.55
1925.670327,2.55
1927.725283,2.55
1929.896094,2.55
1932.114084,2.55
1934.354382,2.55
1936.607926,2.55
1938.870982,2.55
1941.14203,2.55
1943.420359,2.55
1945.70556,2.55
1947.997354,2.55
1950.295517,2.55
1952.599856,2.55
1954.910189,2.55
1957.226345,2.55
1959.548158,2.55
1961.875462,2.55
1964.208097,2.55
1966.545903,2.55
1968.888724,2.55
1971.236404,2.55
1973.588795,2.55
1975.94575,2.55
1978.307127,2.55
1980.672791,2.55
1983.043131,2.55
1985.418614,2.55
1987.798944,2.55
1990.183812,2.55
1992.572954,2.55
1994.966159,2.55
1997.363254,2.55
1999.764093,2.55
2002.168553,2.55
2004.576526,2.55
2006.987917,2.55
2009.402641,2.55
2011.820623,2.55
2014.241793,2.55
2016.666087,2.55
2019.093447,2.55
2021.523819,2.55
2023.957151,2.55
2026.393395,2.55
2028.832411,2.55
2031.274105,2.55
2033.718421,2.55
2036.165318,2.55
2038.614761,2.55
2040.656137,2.55
2042.717714,2.55
2044.75091,2.55
2046.971256,2.55
2049.319203,2.55
2051.708709,2.55
2054.110489,2.55
2056.515205,2.55
2058.920152,2.55
2061.324758,2.55
2063.72911,2.55
2066.133482,2.55
2068.53819,2.55
2070.943543,2.55
2073.349837,2.55
2075.757176,2.55
2078.16567,2.55
2080.575491,2.55
2082.986822,2.55
2085.399847,2.55
2087.814738,2.55
2090.23166,2.55
2092.650766,2.55
2095.072199,2.55
2097.496094,2.55
2099.922573,2.55
2102.351733,2.55
2104.791055,2.55
2107.239217,2.55
2109.694887,2.55
2112.157037,2.55
2114.624969,2.55
2117.098223,2.55
2119.576485,2.55
2122.059536,2.55
2124.547213,2.55
2127.039385,2.55
2129.53594,2.55
2132.036637,2.55
2134.541344,2.55
2137.049975,2.55
2139.562462,2.55
2142.078742,2.55
2144.598756,2.55
2147.122445,2.55
2149.649754,2.55
2152.180626,2.55
2154.715008,2.55
2157.252849,2.55
2159.794097,2.55
2161.905818,2.55
2163.816446,2.55
2165.879382,2.55
2168.154383,2.55
2170.520661,2.55
2172.922706,2.55
2175.341988,2.55
2177.772476,2.55
2180.212196,2.55
2182.660461,2.55
2185.116975,2.55
2187.581555,2.55
2190.054052,2.55
2192.534324,2.55
2195.022232,2.55
2197.517643,2.55
2200.02043,2.55
2202.530467,2.55
2205.047639,2.55
2207.571834,2.55
2210.102947,2.55
2212.640878,2.55
2215.185531,2.55
2217.736819,2.55
2220.294655,2.55
2221.980075,2.55
2223.539609,2.55
2225.223507,2.55
2227.083687,2.55
2229.129597,2.55
2231.357781,2.55
2233.762035,2.55
2236.270324,2.55
2238.81474,2.55
2241.37186,2.55
2243.933309,2.55
2246.496553,2.55
2249.060652,2.55
2251.625833,2.55
2254.191703,2.55
2256.758599,2.55
2259.327052,2.55
2261.896802,2.55
2264.468012,2.55
2267.041023,2.55
2269.616204,2.55
2272.193544,2.55
2274.772936,2.55
2277.354533,2.55
2279.938557,2.55
2281.47503,2.55
2282.867074,2.55
2284.373423,2.55
2286.044149,2.55
2287.887288,2.55
2289.899042,2.55
2292.072249,2.55
2294.400537,2.55
2296.877881,2.55
2299.450306,2.55
2302.053689,2.55
2304.667505,2.55
2307.28583,2.55
2309.907357,2.55
2312.532126,2.55
2315.160495,2.55
2317.792845,2.55
2320.429495,2.55
2323.070702,2.55
2325.716666,2.55
2328.36754,2.55
2331.023444,2.55
2333.684469,2.55
2336.350687,2.55
2339.02215,2.55
2340.448287,2.55
2341.898013,2.55
2343.313512,2.55
2344.860088,2.55
2346.573372,2.55
2348.45827,2.55
2350.510938,2.55
2352.72538,2.55
2355.096442,2.55
2357.619208,2.55
2360.255194,2.55
2362.928635,2.55
2365.61325,2.55
2368.300379,2.55
2370.987327,2.55
2373.673562,2.55
2376.359461,2.55
2379.044952,2.55
2381.730439,2.55
2384.416448,2.55
2387.103381,2.55
2389.791177,2.55
2392.480087,2.55
2395.170449,2.55
2397.862605,2.55
2400.55688,2.55
2402.287134,2.55
2403.904777,2.55
2405.649423,2.55
2407.574039,2.55
2409.689507,2.55
2411.993476,2.55
2414.480906,2.55
2417.084149,2.55
2419.731195,2.55
2422.397853,2.55
2425.076345,2.55
2427.764272,2.55
2430.460926,2.55
2433.166102,2.55
2435.879725,2.55
2438.601738,2.55
2441.332075,2.55
2444.070657,2.55
2446.817398,2.55
2449.572204,2.55
2452.334978,2.55
2455.105623,2.55
2457.884043,2.55
2460.670142,2.55
2462.508656,2.55
2464.25119,2.55
2466.136937,2.55
2468.219504,2.55
2470.509444,2.55
2473.003784,2.55
2475.697202,2.55
2478.473535,2.55
2481.276095,2.55
2484.085575,2.55
2486.895767,2.55
2489.705264,2.55
2492.513745,2.55
2495.321507,2.55
2498.129174,2.55
2500.93703,2.55
2503.745291,2.55
2506.554377,2.55
2509.364745,2.55
2512.176778,2.55
2514.990342,2.55
2517.805616,2.55
2520.62287,2.55
2522.985693,2.55
2525.203226,2.55
2527.536989,2.55
2530.03224,2.55
2532.686846,2.55
2535.421745,2.55
2538.183394,2.55
2540.95401,2.55
2543.727555,2.55
2546.502334,2.55
2549.278082,2.55
2552.054977,2.55
2554.833314,2.55
2557.61341,2.55
2560.395572,2.55
2563.179735,2.55
2565.965908,2.55
2568.75425,2.55
2571.544964,2.55
2574.338258,2.55
2577.134335,2.55
2579.933386,2.55
2581.095374,2.55
2582.173561,2.55
2583.350715,2.55
2584.659866,2.55
2586.103668,2.55
2587.677277,2.55
2589.374744,2.55
2591.190126,2.55
2593.118914,2.55
2595.157427,2.55
2597.302478,2.55
2599.551728,2.55
2601.902899,2.55
2604.354266,2.55
2606.904266,2.55
2609.507869,2.55
2612.134863,2.55
2614.7752,2.55
2617.425621,2.55
2620.085096,2.55
2622.753311,2.55
2625.430167,2.55
2628.11562,2.55
2630.809636,2.55
2633.512173,2.55
2636.223184,2.55
2638.942614,2.55
2640.555211,2.55
2642.18406,2.55
2643.833082,2.55
2645.676484,2.55
2647.757105,2.55
2650.086343,2.55
2652.666235,2.55
2655.496774,2.55
2658.488101,2.55
2661.539743,2.55
2664.612534,2.55
2667.688994,2.55
2670.763747,2.55
2673.835121,2.55
2676.903043,2.55
2679.96794,2.55
2683.030371,2.55
2686.090917,2.55
2689.150137,2.55
2692.208561,2.55
2695.266685,2.55
2698.324969,2.55
2700.425,2.55
2702.341915,2.55
2704.131405,2.55
2706.028763,2.55
2708.07747,2.55
2710.277689,2.55
2712.619215,2.55
2715.090783,2.55
2717.682091,2.55
2720.384782,2.55
2723.192084,2.55
2726.095784,2.55
2729.03141,2.55
2731.977025,2.55
2734.925398,2.55
2737.874471,2.55
2740.823883,2.55
2743.773815,2.55
2746.724609,2.55
2749.676502,2.55
2752.629441,2.55
2755.583623,2.55
2758.53932,2.55
2761.045831,2.55
2763.516638,2.55
2766.285893,2.55
2769.209832,2.55
2772.196007,2.55
2775.210619,2.55
2778.24098,2.55
2781.282112,2.55
2784.331949,2.55
2787.38952,2.55
2790.454303,2.55
2793.525975,2.55
2796.604321,2.55
2799.689183,2.55
2802.780441,2.55
2805.877996,2.55
2808.981585,2.55
2812.09093,2.55
2815.205908,2.55
2818.326448,2.55
2820.384656,2.55
2822.278433,2.55
2824.012028,2.55
2825.85401,2.55
2827.860117,2.55
2830.038109,2.55
2832.382484,2.55
2834.884883,2.55
2837.537727,2.55
2840.33427,2.55
2843.269355,2.55
2846.298692,2.55
2849.36342,2.55
2852.444277,2.55
2855.535352,2.55
2858.635047,2.55
2861.74309,2.55
2864.859571,2.55
2867.984647,2.55
2871.118454,2.55
2874.261094,2.55
2877.412636,2.55
2879.805591,2.55
2880.870926,2.55
2881.845162,2.55
2882.912659,2.55
2884.10267,2.55
2885.416407,2.55
2886.847803,2.55
2888.390063,2.55
2890.036791,2.55
2891.782704,2.55
2893.623646,2.55
2895.555708,2.55
2897.575871,2.55
2899.681403,2.55
2901.869847,2.55
2904.139124,2.55
2906.487113,2.55
2908.912127,2.55
2911.412272,2.55
2913.986077,2.55
2916.631874,2.55
2919.348337,2.55
2922.133935,2.55
2924.987448,2.55
2927.907467,2.55
2930.892822,2.55
2933.942257,2.55
2937.034094,2.55
2940.139229,2.55
2941.986282,2.55
2943.651206,2.55
2945.462951,2.55
2947.50119,2.55
2949.793953,2.55
2952.354594,2.55
2955.192603,2.55
2958.299021,2.55
2961.510559,2.55
2964.766567,2.55
2968.045293,2.55
2971.338761,2.55
2974.643835,2.55
2977.959119,2.55
2981.283886,2.55
2984.617689,2.55
2987.960222,2.55
2991.311256,2.55
2994.670611,2.55
2998.038135,2.55
3000.816041,2.55
3003.67852,2.55
3006.416073,2.55
3009.391727,2.55
3012.613859,2.55
3015.92032,2.55
3019.254225,2.55
3022.596995,2.55
3025.94298,2.55
3029.290727,2.55
3032.640071,2.55
3035.991195,2.55
3039.344341,2.55
3042.699671,2.55
3046.057274,2.55
3049.417273,2.55
3052.77978,2.55
3056.144889,2.55
3059.512676,2.55
3060.396247,2.55
3061.256796,2.55
3062.204754,2.55
3063.274538,2.55
3064.466347,2.55
3065.77177,2.55
3067.182197,2.55
3068.69021,2.55
3070.289389,2.55
3071.974846,2.55
3073.742433,2.55
3075.58866,2.55
3077.510766,2.55
3079.506034,2.55
3081.572381,2.55
3083.7078,2.55
3085.910577,2.55
3088.179168,2.55
3090.512105,2.55
3092.908163,2.55
3095.366053,2.55
3097.884779,2.55
3100.463196,2.55
3103.100466,2.55
3105.763254,2.55
3108.43875,2.55
3111.122842,2.55
3113.814301,2.55
3116.512834,2.55
3119.218435,2.55
3120.399953,2.55
3121.554093,2.55
3122.692213,2.55
3123.940014,2.55
3125.326421,2.55
3126.855963,2.55
3128.527026,2.55
3130.336919,2.55
3132.282711,2.55
3134.362595,2.55
3136.575543,2.55
3138.920528,2.55
3141.397292,2.55
3144.005797,2.55
3146.745976,2.55
3149.618185,2.55
3152.62248,2.55
3155.759197,2.55
3159.028532,2.55
3162.403705,2.55
3165.823262,2.55
3169.26445,2.55
3172.71895,2.55
3176.181599,2.55
3179.65064,2.55
3183.124383,2.55
3186.626058,2.55
3190.146411,2.55
3193.679261,2.55
3197.220772,2.55
3200.768874,2.55
3204.322102,2.55
3207.879987,2.55
3211.441863,2.55
3215.007425,2.55
3218.576715,2.55
3222.149697,2.55
3225.726058,2.55
3229.305836,2.55
3232.889176,2.55
3236.476249,2.55
3240.066923,2.55
3243.661145,2.55
3247.261859,2.55
3250.868738,2.55
3254.481393,2.55
3258.099503,2.55
3261.722536,2.55
3265.350221,2.55
3268.982441,2.55
3272.61915,2.55
3276.260327,2.55
3279.905969,2.55
3283.556078,2.55
3287.210658,2.55
3290.869711,2.55
3294.533241,2.55
3298.201154,2.55
3300.45394,2.55
3302.453049,2.55
3304.295477,2.55
3306.250362,2.55
3308.371573,2.55
3310.663254,2.55
3313.116745,2.55
3315.720827,2.55
3318.464768,2.55
3321.339478,2.55
3324.337254,2.55
3327.451237,2.55
3330.675628,2.55
3334.005405,2.55
3337.43613,2.55
3340.923568,2.55
3344.428905,2.55
3347.93943,2.55
3351.451275,2.55
3354.963508,2.55
3358.476158,2.55
3360.833239,2.55
3362.982401,2.55
3365.079056,2.55
3367.389532,2.55
3369.989085,2.55
3372.905584,2.55
3376.153177,2.55
3379.66323,2.55
3383.276911,2.55
3386.935994,2.55
3390.619584,2.55
3394.319947,2.55
3398.033972,2.55
3401.760224,2.55
3405.497803,2.55
3409.245894,2.55
3413.004013,2.55
3416.771825,2.55
3420.070888,2.55
3421.625586,2.55
3423.079578,2.55
3424.656343,2.55
3426.39569,2.55
3428.299797,2.55
3430.359848,2.55
3432.565778,2.55
3434.907807,2.55
3437.377833,2.55
3439.968512,2.55
3442.67365,2.55
3445.487825,2.55
3448.405951,2.55
3451.423616,2.55
3454.536837,2.55
3457.741718,2.55
3461.034795,2.55
3464.412893,2.55
3467.873053,2.55
3471.412376,2.55
3474.98923,2.55
3478.578008,2.55
3480.707796,2.55
3482.883382,2.55
3485.065423,2.55
3487.528098,2.55
3490.358124,2.55
3493.600856,2.55
3497.137477,2.55
3500.789585,2.55
3504.491249,2.550000001
3508.218721,2.550000001
3511.963179,2.550000001
3515.721056,2.550000001
3519.490695,2.550000001
3523.271184,2.550000001
3527.061936,2.550000001
3530.862367,2.550000001
3534.671968,2.550000001
3538.490419,2.550000001
3540.311436,2.550000001
3541.934216,2.550000001
3543.402063,2.550000001
3544.94948,2.550000001
3546.623864,2.550000001
3548.431516,2.550000001
3550.366716,2.550000001
3552.42198,2.550000001
3554.58989,2.550000001
3556.864459,2.550000001
3559.240489,2.550000001
3561.713856,2.550000001
3564.281013,2.550000001
3566.939019,2.550000001
3569.685384,2.550000001
3572.517894,2.550000001
3575.43476,2.550000001
3578.434229,2.550000001
3581.514981,2.550000001
3584.675603,2.550000001
3587.888168,2.550000001
3591.125285,2.550000001
3594.377868,2.550000001
3597.642983,2.550000001
3599.9013,2.550000001
3601.152018,2.550000001
3602.312642,2.550000001
3603.587944,2.550000001
3605.01586,2.550000001
3606.601183,2.550000001
3608.340366,2.550000001
3610.228269,2.550000001
3612.259815,2.550000001
3614.431292,2.550000001
3616.73955,2.550000001
3619.182141,2.550000001
3621.757215,2.550000001
3624.462939,2.550000001
3627.298073,2.550000001
3630.261053,2.550000001
3633.35084,2.550000001
3636.565992,2.550000001
3639.905451,2.550000001
3643.367798,2.550000001
3646.951813,2.550000001
3650.656104,2.550000001
3654.479199,2.550000001
3658.417523,2.550000001
3660.967486,2.550000001
3663.531513,2.550000001
3666.269349,2.550000001
3669.47441,2.550000001
3673.219729,2.550000001
3677.176544,2.550000001
3681.216027,2.550000001
3685.291291,2.550000001
3689.385191,2.550000001
3693.491094,2.550000001
3697.606155,2.550000001
3701.728961,2.550000001
3705.858706,2.550000001
3709.994875,2.550000001
3714.137116,2.550000001
3718.285181,2.550000001
3722.438891,2.550000001
3726.284598,2.550000001
3730.337677,2.550000002
3734.48835,2.550000002
3738.680804,2.550000002
3742.895108,2.550000002
3747.123874,2.550000002
3751.364113,2.550000002
3755.614429,2.550000002
3759.874035,2.550000002
3764.142409,2.550000002
3768.419154,2.550000002
3772.703945,2.550000002
3776.996501,2.550000002
3780.169248,2.550000002
3782.487833,2.550000002
3784.599339,2.550000002
3786.865322,2.550000002
3789.358718,2.550000002
3792.089095,2.550000002
3795.048687,2.550000002
3798.225815,2.550000002
3801.608517,2.550000002
3805.18636,2.550000002
3808.95025,2.550000002
3812.892135,2.550000002
3816.965591,2.550000002
3821.079771,2.550000002
3825.204219,2.550000002
3829.3293,2.550000002
3833.45232,2.550000002
3837.572847,2.550000002
3841.691166,2.550000002
3845.810536,2.550000002
3849.932715,2.550000002
3854.058028,2.550000002
3858.186367,2.550000002
3862.317568,2.550000002
3866.451551,2.550000002
3870.588336,2.550000002
3874.728004,2.550000002
3878.87039,2.550000002
3883.015547,2.550000002
3887.163611,2.550000002
3891.314749,2.550000003
3895.469137,2.550000003
3899.626955,2.550000003
3903.788376,2.550000003
3907.960599,2.550000003
3912.143774,2.550000003
3916.337569,2.550000003
3920.54123,2.550000003
3924.753994,2.550000003
3928.975236,2.550000003
3933.204472,2.550000003
3937.441066,2.550000003
3941.684669,2.550000003
3945.935057,2.550000003
3950.192077,2.550000003
3954.455617,2.550000003
3958.725589,2.550000003
3960.99783,2.550000003
3963.087225,2.550000003
3965.312977,2.550000003
3967.78182,2.550000003
3970.501589,2.550000003
3973.455516,2.550000003
3976.622632,2.550000003
3979.983568,2.550000003
3983.521725,2.550000003
3987.223085,2.550000003
3991.075744,2.550000003
3995.06948,2.550000003
3999.179576,2.550000003
4003.327353,2.550000003
4007.48642,2.550000003
4011.648346,2.550000003
4015.810688,2.550000003
4019.972877,2.550000003
4024.134879,2.550000003
4028.294838,2.550000003
4032.453001,2.550000003
4036.609814,2.550000003
4040.765847,2.550000003
4044.921666,2.550000003
4049.077784,2.550000002
4053.234656,2.550000002
4057.392688,2.550000002
4061.552248,2.550000002
4065.71367,2.550000002
4069.87716,2.550000002
4074.042741,2.550000002
4078.210586,2.550000002
4080.306042,2.550000002
4081.738181,2.550000002
4083.061903,2.550000002
4084.479569,2.550000002
4086.032066,2.550000002
4087.725283,2.550000002
4089.555133,2.550000002
4091.515341,2.550000002
4093.600414,2.550000002
4095.805244,2.550000002
4098.1261,2.550000002
4100.559632,2.550000002
4103.10335,2.550000002
